index,continent,CNT1,PV1MATH,ST57Q01
"(-3.196, -1.819](-0.441, 0.936]",Europe,Slovenia,491.315547083,3.7854862119
"(-3.196, -1.819](-0.441, 0.936]",Europe,Spain,499.496174775,6.32836755133
"(-3.196, -1.819](-0.441, 0.936]",Europe,Sweden,485.158550424,3.80402542373
"(-3.196, -1.819](-0.441, 0.936]",Europe,Switzerland,524.846166775,4.17079733749
"(-3.196, -1.819](-0.441, 0.936]",Europe,Turkey,451.962792496,4.30117252931
"(-3.196, -1.819](-0.441, 0.936]",Europe,UK,495.534929078,5.30474712198
"(-3.196, -1.819](-0.441, 0.936]",North America,Canada,513.86389242,5.16128269776
"(-3.196, -1.819](-0.441, 0.936]",North America,Mexico,423.223144517,5.47537006783
"(-3.196, -1.819](-0.441, 0.936]",North America,USA,487.436222059,6.85325406758
"(-3.196, -1.819](-0.441, 0.936]",Oceania,Australia,508.014824792,6.30801635485
"(-3.196, -1.819](-0.441, 0.936]",Oceania,New Zealand,513.788975202,4.64378029079
"(-3.196, -1.819](-0.441, 0.936]",South America,Argentina,407.920150108,3.83090740167
"(-3.196, -1.819](-0.441, 0.936]",South America,Brazil,388.57538747,3.55630252101
"(-3.196, -1.819](-0.441, 0.936]",South America,Chile,447.106728862,3.932804364
"(-3.196, -1.819](-0.441, 0.936]",South America,Colombia,394.123950509,5.48884103367
"(-3.196, -1.819](-0.441, 0.936]",South America,Peru,376.967290766,5.52423286493
"(-3.196, -1.819](-0.441, 0.936]",South America,Uruguay,422.359441003,4.80401337793
"(-3.196, -1.819](0.936, 2.313]",Africa,Tunisia,408.005135064,3.65133531157
"(-3.196, -1.819](0.936, 2.313]",Asia,China,609.498307075,13.89069471
"(-3.196, -1.819](0.936, 2.313]",Asia,Hong Kong,566.013987139,6.16678129298
"(-3.196, -1.819](0.936, 2.313]",Asia,Indonesia,382.239500801,5.09935897436
"(-3.196, -1.819](0.936, 2.313]",Asia,Israel,478.746801934,4.92541436464
"(-3.196, -1.819](0.936, 2.313]",Asia,Japan,542.967983196,4.03536396489
"(-3.196, -1.819](0.936, 2.313]",Asia,Jordan,396.737950281,4.31154567372
"(-3.196, -1.819](0.936, 2.313]",Asia,Kazakhstan,434.374633589,8.86351203501
"(-3.196, -1.819](0.936, 2.313]",Asia,Macau,539.885074459,6.05303703704
"(-3.196, -1.819](0.936, 2.313]",Asia,Malaysia,424.982487539,4.91148775895
"(-3.196, -1.819](0.936, 2.313]",Asia,Qatar,388.987052484,4.31391585761
"(-3.196, -1.819](0.936, 2.313]",Asia,Singapore,569.064201723,9.37909247559
"(-3.196, -1.819](0.936, 2.313]",Asia,South Korea,562.727802194,3.16306549629
"(-3.196, -1.819](0.936, 2.313]",Asia,Taiwan,565.211809357,5.90816917729
"(-3.196, -1.819](0.936, 2.313]",Asia,Thailand,443.422263538,6.01954633205
"(-3.196, -1.819](0.936, 2.313]",Asia,UAE,437.402924272,6.15358116837
"(-3.196, -1.819](0.936, 2.313]",Asia,Vietnam,516.144217454,5.99760438056
"(-3.196, -1.819](0.936, 2.313]",Central America,Costa Rica,411.799174391,3.49718785152
"(-3.196, -1.819](0.936, 2.313]",Europe,Austria,513.019490225,4.81139896373
"(-3.196, -1.819](0.936, 2.313]",Europe,Belgium,529.20577705,5.70104662226
"(-3.196, -1.819](0.936, 2.313]",Europe,Bulgaria,452.875670465,6.0629705681
"(-3.196, -1.819](0.936, 2.313]",Europe,Croatia,472.187956292,6.08219178082
"(-3.196, -1.819](0.936, 2.313]",Europe,Czech Republic,527.513346823,3.41542839077
"(-3.196, -1.819](0.936, 2.313]",Europe,Denmark,491.840179021,4.59222027972
"(-3.196, -1.819](0.936, 2.313]",Europe,Estonia,524.122875819,7.08666887198
"(-3.196, -1.819](0.936, 2.313]",Europe,Finland,513.216093189,3.10866653912
"(-3.196, -1.819](0.936, 2.313]",Europe,France,508.09549444,5.30649819495
"(-3.196, -1.819](0.936, 2.313]",Europe,Germany,529.44014739,4.9281124498
"(-3.196, -1.819](0.936, 2.313]",Europe,Greece,458.706138845,5.58251793868
"(-3.196, -1.819](0.936, 2.313]",Europe,Hungary,489.860902142,6.57764390897
"(-3.196, -1.819](0.936, 2.313]",Europe,Iceland,501.896152798,4.31338199513
"(-3.196, -1.819](0.936, 2.313]",Europe,Ireland,504.442016981,7.78051948052
"(-3.196, -1.819](0.936, 2.313]",Europe,Italy,494.785646919,8.84334066855
"(-3.196, -1.819](0.936, 2.313]",Europe,Latvia,499.362792733,6.6044663134
"(-3.196, -1.819](0.936, 2.313]",Europe,Lithuania,483.073964967,6.87949703109
"(-3.196, -1.819](0.936, 2.313]",Europe,Luxembourg,496.021762186,4.75007761565
"(-3.196, -1.819](0.936, 2.313]",Europe,Montenegro,411.259526117,4.47875877355
"(-3.196, -1.819](0.936, 2.313]",Europe,Netherlands,526.838034381,6.0785634119
"(-3.196, -1.819](0.936, 2.313]",Europe,Norway,498.867486079,5.06596209913
"(-3.196, -1.819](0.936, 2.313]",Europe,Poland,521.782097825,6.79374787632
"(-3.196, -1.819](0.936, 2.313]",Europe,Portugal,492.131896418,3.98786264062
"(-3.196, -1.819](0.936, 2.313]",Europe,Romania,452.481197626,7.60468183317
"(-3.196, -1.819](0.936, 2.313]",Europe,Russia,488.362858036,9.84854969092
"(-3.196, -1.819](0.936, 2.313]",Europe,Serbia,452.604303799,4.62222222222
"(-3.196, -1.819](0.936, 2.313]",Europe,Slovakia,495.814815366,3.75886524823
"(-3.196, -1.819](0.936, 2.313]",Europe,Slovenia,491.353449652,3.78567285383
"(-3.196, -1.819](0.936, 2.313]",Europe,Spain,499.529192927,6.32751719825
"(-3.196, -1.819](0.936, 2.313]",Europe,Sweden,485.188661199,3.80282186949
"(-3.196, -1.819](0.936, 2.313]",Europe,Switzerland,524.885408316,4.17112148211
"(-3.196, -1.819](0.936, 2.313]",Europe,Turkey,451.962792496,4.30117252931
"(-3.196, -1.819](0.936, 2.313]",Europe,UK,495.681287439,5.30673896204
"(-3.196, -1.819](0.936, 2.313]",North America,Canada,514.032794103,5.17040464241
"(-3.196, -1.819](0.936, 2.313]",North America,Mexico,423.266196943,5.47620461067
"(-3.196, -1.819](0.936, 2.313]",North America,USA,487.791132154,6.875
"(-3.196, -1.819](0.936, 2.313]",Oceania,Australia,508.05135104,6.30881624567
"(-3.196, -1.819](0.936, 2.313]",Oceania,New Zealand,513.870584879,4.65483870968
"(-3.196, -1.819](0.936, 2.313]",South America,Argentina,407.920150108,3.83090740167
"(-3.196, -1.819](0.936, 2.313]",South America,Brazil,388.57538747,3.55630252101
"(-3.196, -1.819](0.936, 2.313]",South America,Chile,447.520141488,3.94465035829
"(-3.196, -1.819](0.936, 2.313]",South America,Colombia,394.123950509,5.48884103367
"(-3.196, -1.819](0.936, 2.313]",South America,Peru,376.967290766,5.52423286493
"(-3.196, -1.819](0.936, 2.313]",South America,Uruguay,422.416268527,4.81022385566
"(-3.196, -1.819](2.313, 3.69]",Africa,Tunisia,397.341432586,3.6587957497
"(-3.196, -1.819](2.313, 3.69]",Asia,China,584.178940354,12.5160771704
"(-3.196, -1.819](2.313, 3.69]",Asia,Hong Kong,555.970961735,6.07254623044
"(-3.196, -1.819](2.313, 3.69]",Asia,Indonesia,386.074760018,5.29173989455
"(-3.196, -1.819](2.313, 3.69]",Asia,Israel,421.573151404,4.61754385965
"(-3.196, -1.819](2.313, 3.69]",Asia,Japan,508.959667216,3.14744645799
"(-3.196, -1.819](2.313, 3.69]",Asia,Jordan,380.681968721,4.05760214334
"(-3.196, -1.819](2.313, 3.69]",Asia,Kazakhstan,417.006669853,7.76176470588
"(-3.196, -1.819](2.313, 3.69]",Asia,Macau,537.446355286,5.9200809307
"(-3.196, -1.819](2.313, 3.69]",Asia,Malaysia,408.281916264,4.44546048334
"(-3.196, -1.819](2.313, 3.69]",Asia,Qatar,342.309792012,3.61597542243
"(-3.196, -1.819](2.313, 3.69]",Asia,Singapore,538.242563997,8.55590800952
"(-3.196, -1.819](2.313, 3.69]",Asia,South Korea,525.391454263,2.50473612991
"(-3.196, -1.819](2.313, 3.69]",Asia,Taiwan,532.837705315,4.69488188976
"(-3.196, -1.819](2.313, 3.69]",Asia,Thailand,426.448382804,5.69267955801
"(-3.196, -1.819](2.313, 3.69]",Asia,UAE,393.444470254,5.25177664975
"(-3.196, -1.819](2.313, 3.69]",Asia,Vietnam,526.380681199,6.51524390244
"(-3.196, -1.819](2.313, 3.69]",Central America,Costa Rica,403.369405078,3.34903047091
"(-3.196, -1.819](2.313, 3.69]",Europe,Austria,471.881239197,4.26038781163
"(-3.196, -1.819](2.313, 3.69]",Europe,Belgium,491.238131559,4.67978395062
"(-3.196, -1.819](2.313, 3.69]",Europe,Bulgaria,419.317163036,5.08928571429
"(-3.196, -1.819](2.313, 3.69]",Europe,Croatia,452.538851717,5.45508586526
"(-3.196, -1.819](2.313, 3.69]",Europe,Czech Republic,479.195320757,2.9706959707
"(-3.196, -1.819](2.313, 3.69]",Europe,Denmark,446.866584953,4.58620689655
"(-3.196, -1.819](2.313, 3.69]",Europe,Estonia,498.798314702,6.86945500634
"(-3.196, -1.819](2.313, 3.69]",Europe,Finland,475.77749302,2.91878172589
"(-3.196, -1.819](2.313, 3.69]",Europe,France,458.61676092,4.49042145594
"(-3.196, -1.819](2.313, 3.69]",Europe,Germany,482.35396518,4.55746140652
"(-3.196, -1.819](2.313, 3.69]",Europe,Greece,428.212217588,4.74773869347
"(-3.196, -1.819](2.313, 3.69]",Europe,Hungary,458.183881362,5.58042553191
"(-3.196, -1.819](2.313, 3.69]",Europe,Iceland,459.228931013,4.30379746835
"(-3.196, -1.819](2.313, 3.69]",Europe,Ireland,469.316715366,6.73949579832
"(-3.196, -1.819](2.313, 3.69]",Europe,Italy,467.297034622,7.46744708146
"(-3.196, -1.819](2.313, 3.69]",Europe,Latvia,468.847158333,5.97647058824
"(-3.196, -1.819](2.313, 3.69]",Europe,Lithuania,451.52905633,6.28557409225
"(-3.196, -1.819](2.313, 3.69]",Europe,Luxembourg,449.286504327,4.0625
"(-3.196, -1.819](2.313, 3.69]",Europe,Montenegro,388.605165851,4.29060665362
"(-3.196, -1.819](2.313, 3.69]",Europe,Netherlands,490.280806944,5.47420634921
"(-3.196, -1.819](2.313, 3.69]",Europe,Norway,468.923314583,4.44642857143
"(-3.196, -1.819](2.313, 3.69]",Europe,Poland,490.642604322,6.43666169896
"(-3.196, -1.819](2.313, 3.69]",Europe,Portugal,471.204267174,3.68762409001
"(-3.196, -1.819](2.313, 3.69]",Europe,Romania,432.246072585,6.93798955614
"(-3.196, -1.819](2.313, 3.69]",Europe,Russia,455.075034708,9.11128404669
"(-3.196, -1.819](2.313, 3.69]",Europe,Serbia,430.300542779,4.45979703357
"(-3.196, -1.819](2.313, 3.69]",Europe,Slovakia,459.102654133,3.58568548387
"(-3.196, -1.819](2.313, 3.69]",Europe,Slovenia,459.040148395,3.52449324324
"(-3.196, -1.819](2.313, 3.69]",Europe,Spain,473.277416043,5.89483065954
"(-3.196, -1.819](2.313, 3.69]",Europe,Sweden,447.154727048,3.22095238095
"(-3.196, -1.819](2.313, 3.69]",Europe,Switzerland,487.114714966,3.87331838565
"(-3.196, -1.819](2.313, 3.69]",Europe,Turkey,451.145464379,4.27280625543
"(-3.196, -1.819](2.313, 3.69]",Europe,UK,456.35191967,4.09010600707
"(-3.196, -1.819](2.313, 3.69]",North America,Canada,477.83672296,4.27259404006
"(-3.196, -1.819](2.313, 3.69]",North America,Mexico,418.236994384,5.51264134163
"(-3.196, -1.819](2.313, 3.69]",North America,USA,442.300868643,5.11
"(-3.196, -1.819](2.313, 3.69]",Oceania,Australia,462.797266687,4.93574547723
"(-3.196, -1.819](2.313, 3.69]",Oceania,New Zealand,462.261648856,3.6862745098
"(-3.196, -1.819](2.313, 3.69]",South America,Argentina,392.481071049,3.5579029734
"(-3.196, -1.819](2.313, 3.69]",South America,Brazil,382.575054628,3.38942088463
"(-3.196, -1.819](2.313, 3.69]",South America,Chile,410.614539268,3.4496833216
"(-3.196, -1.819](2.313, 3.69]",South America,Colombia,388.856632686,5.35837651123
"(-3.196, -1.819](2.313, 3.69]",South America,Peru,376.952662393,5.67258382643
"(-3.196, -1.819](2.313, 3.69]",South America,Uruguay,408.822201368,4.70972644377
"(-1.819, -0.441](-1.819, -0.441]",Africa,Tunisia,412.793843992,3.68439226519
"(-1.819, -0.441](-1.819, -0.441]",Asia,China,611.364081434,14.0501886792
"(-1.819, -0.441](-1.819, -0.441]",Asia,Hong Kong,569.702008309,6.22031053294
"(-1.819, -0.441](-1.819, -0.441]",Asia,Indonesia,395.041748548,5.40827671402
"(-1.819, -0.441](-1.819, -0.441]",Asia,Israel,466.63620645,4.81628113879
"(-1.819, -0.441](-1.819, -0.441]",Asia,Japan,538.33625206,3.90906507531
"(-1.819, -0.441](-1.819, -0.441]",Asia,Jordan,396.185607723,4.3188976378
"(-1.819, -0.441](-1.819, -0.441]",Asia,Kazakhstan,434.620257743,8.84285714286
"(-1.819, -0.441](-1.819, -0.441]",Asia,Macau,541.716998843,6.23983169705
"(-1.819, -0.441](-1.819, -0.441]",Asia,Malaysia,426.738098178,4.95723317218
"(-1.819, -0.441](-1.819, -0.441]",Asia,Qatar,381.56001031,4.20393050413
"(-1.819, -0.441](-1.819, -0.441]",Asia,Singapore,567.678044858,9.34706867672
"(-1.819, -0.441](-1.819, -0.441]",Asia,South Korea,556.204201529,3.01834862385
"(-1.819, -0.441](-1.819, -0.441]",Asia,Taiwan,563.42072751,5.85272553395
"(-1.819, -0.441](-1.819, -0.441]",Asia,Thailand,450.471070301,6.3506916192
"(-1.819, -0.441](-1.819, -0.441]",Asia,UAE,430.136049925,6.00829875519
"(-1.819, -0.441](-1.819, -0.441]",Asia,Vietnam,536.630902818,6.69306930693
"(-1.819, -0.441](-1.819, -0.441]",Central America,Costa Rica,417.813442672,3.54417879418
"(-1.819, -0.441](-1.819, -0.441]",Europe,Austria,503.888462271,4.62058698426
"(-1.819, -0.441](-1.819, -0.441]",Europe,Belgium,515.264896065,5.3205629398
"(-1.819, -0.441](-1.819, -0.441]",Europe,Bulgaria,443.377742515,5.71148825065
"(-1.819, -0.441](-1.819, -0.441]",Europe,Croatia,467.089180255,5.96290909091
"(-1.819, -0.441](-1.819, -0.441]",Europe,Czech Republic,517.508122558,3.34862043251
"(-1.819, -0.441](-1.819, -0.441]",Europe,Denmark,475.8269843,4.49085750315
"(-1.819, -0.441](-1.819, -0.441]",Europe,Estonia,514.771589321,7.03435430464
"(-1.819, -0.441](-1.819, -0.441]",Europe,Finland,499.705248237,3.05950413223
"(-1.819, -0.441](-1.819, -0.441]",Europe,France,499.136639814,5.17873782296
"(-1.819, -0.441](-1.819, -0.441]",Europe,Germany,514.747443025,4.85993303571
"(-1.819, -0.441](-1.819, -0.441]",Europe,Greece,446.924181866,5.21970357454
"(-1.819, -0.441](-1.819, -0.441]",Europe,Hungary,482.255852934,6.42542787286
"(-1.819, -0.441](-1.819, -0.441]",Europe,Iceland,481.058830068,4.16779825412
"(-1.819, -0.441](-1.819, -0.441]",Europe,Ireland,492.732422006,7.5391628678
"(-1.819, -0.441](-1.819, -0.441]",Europe,Italy,487.698162811,8.37727302567
"(-1.819, -0.441](-1.819, -0.441]",Europe,Latvia,495.034172759,6.55560344828
"(-1.819, -0.441](-1.819, -0.441]",Europe,Lithuania,477.169572028,6.76717400247
"(-1.819, -0.441](-1.819, -0.441]",Europe,Luxembourg,480.122591327,4.57003710575
"(-1.819, -0.441](-1.819, -0.441]",Europe,Montenegro,407.581798158,4.44967880086
"(-1.819, -0.441](-1.819, -0.441]",Europe,Netherlands,516.837171215,5.93644859813
"(-1.819, -0.441](-1.819, -0.441]",Europe,Norway,487.452246351,4.81832711774
"(-1.819, -0.441](-1.819, -0.441]",Europe,Poland,508.599241723,6.67647058824
"(-1.819, -0.441](-1.819, -0.441]",Europe,Portugal,484.42264078,3.83531827515
"(-1.819, -0.441](-1.819, -0.441]",Europe,Romania,447.135875522,7.41138519924
"(-1.819, -0.441](-1.819, -0.441]",Europe,Russia,486.802055536,9.82321428571
"(-1.819, -0.441](-1.819, -0.441]",Europe,Serbia,444.946589556,4.51881606765
"(-1.819, -0.441](-1.819, -0.441]",Europe,Slovakia,483.572580441,3.70230105465
"(-1.819, -0.441](-1.819, -0.441]",Europe,Slovenia,481.489143612,3.68310858765
"(-1.819, -0.441](-1.819, -0.441]",Europe,Spain,491.560545217,6.18369849575
"(-1.819, -0.441](-1.819, -0.441]",Europe,Sweden,474.793029291,3.58485139022
"(-1.819, -0.441](-1.819, -0.441]",Europe,Switzerland,514.355406218,4.09807831762
"(-1.819, -0.441](-1.819, -0.441]",Europe,Turkey,469.245950471,4.24617196702
"(-1.819, -0.441](-1.819, -0.441]",Europe,UK,481.69269611,4.88110474907
"(-1.819, -0.441](-1.819, -0.441]",North America,Canada,499.563866732,4.74637514384
"(-1.819, -0.441](-1.819, -0.441]",North America,Mexico,427.526199712,5.64816499848
"(-1.819, -0.441](-1.819, -0.441]",North America,USA,467.49584608,5.97342411597
"(-1.819, -0.441](-1.819, -0.441]",Oceania,Australia,497.289529679,5.94336339187
"(-1.819, -0.441](-1.819, -0.441]",Oceania,New Zealand,504.307524866,4.4097323601
"(-1.819, -0.441](-1.819, -0.441]",South America,Argentina,407.764566625,3.83684427922
"(-1.819, -0.441](-1.819, -0.441]",South America,Brazil,397.107768401,3.64006237596
"(-1.819, -0.441](-1.819, -0.441]",South America,Chile,430.232359969,3.64429790535
"(-1.819, -0.441](-1.819, -0.441]",South America,Colombia,401.359608164,5.67263629181
"(-1.819, -0.441](-1.819, -0.441]",South America,Peru,389.77184671,5.7664516129
"(-1.819, -0.441](-1.819, -0.441]",South America,Uruguay,423.373784648,4.88426590148
"(-1.819, -0.441](-0.441, 0.936]",Africa,Tunisia,416.517586885,3.70360655738
"(-1.819, -0.441](-0.441, 0.936]",Asia,China,617.034983052,14.3114019979
"(-1.819, -0.441](-0.441, 0.936]",Asia,Hong Kong,571.885470424,6.25050505051
"(-1.819, -0.441](-0.441, 0.936]",Asia,Indonesia,396.059907012,5.425
"(-1.819, -0.441](-0.441, 0.936]",Asia,Israel,480.037186732,4.91611091611
"(-1.819, -0.441](-0.441, 0.936]",Asia,Japan,543.216131383,4.03961677887
"(-1.819, -0.441](-0.441, 0.936]",Asia,Jordan,398.924232432,4.33428246014
"(-1.819, -0.441](-0.441, 0.936]",Asia,Kazakhstan,435.322400306,8.88074672611
"(-1.819, -0.441](-0.441, 0.936]",Asia,Macau,543.308873627,6.25322033898
"(-1.819, -0.441](-0.441, 0.936]",Asia,Malaysia,429.867050286,5.05817273376
"(-1.819, -0.441](-0.441, 0.936]",Asia,Qatar,390.143278019,4.33235466823
"(-1.819, -0.441](-0.441, 0.936]",Asia,Singapore,573.328400335,9.51186853317
"(-1.819, -0.441](-0.441, 0.936]",Asia,South Korea,563.246864574,3.16627078385
"(-1.819, -0.441](-0.441, 0.936]",Asia,Taiwan,568.296967817,5.98829180426
"(-1.819, -0.441](-0.441, 0.936]",Asia,Thailand,461.701563712,6.57380607815
"(-1.819, -0.441](-0.441, 0.936]",Asia,UAE,438.834444898,6.1840671477
"(-1.819, -0.441](-0.441, 0.936]",Asia,Vietnam,538.92104375,6.77058823529
"(-1.819, -0.441](-0.441, 0.936]",Central America,Costa Rica,421.35095233,3.61353604708
"(-1.819, -0.441](-0.441, 0.936]",Europe,Austria,513.582929125,4.82141611441
"(-1.819, -0.441](-0.441, 0.936]",Europe,Belgium,529.844835878,5.71235781762
"(-1.819, -0.441](-0.441, 0.936]",Europe,Bulgaria,456.052416274,6.17487508922
"(-1.819, -0.441](-0.441, 0.936]",Europe,Croatia,473.733384575,6.11617984903
"(-1.819, -0.441](-0.441, 0.936]",Europe,Czech Republic,527.670289734,3.41508238276
"(-1.819, -0.441](-0.441, 0.936]",Europe,Denmark,492.793878029,4.60398671096
"(-1.819, -0.441](-0.441, 0.936]",Europe,Estonia,524.276658632,7.08864541833
"(-1.819, -0.441](-0.441, 0.936]",Europe,Finland,514.693543886,3.10694875776
"(-1.819, -0.441](-0.441, 0.936]",Europe,France,509.505805055,5.33736263736
"(-1.819, -0.441](-0.441, 0.936]",Europe,Germany,530.729256771,4.93818625458
"(-1.819, -0.441](-0.441, 0.936]",Europe,Greece,460.897462779,5.62846517918
"(-1.819, -0.441](-0.441, 0.936]",Europe,Hungary,492.983508351,6.65148378192
"(-1.819, -0.441](-0.441, 0.936]",Europe,Iceland,501.756909251,4.32060695056
"(-1.819, -0.441](-0.441, 0.936]",Europe,Ireland,505.267148296,7.7870249017
"(-1.819, -0.441](-0.441, 0.936]",Europe,Italy,495.884531702,8.8834620506
"(-1.819, -0.441](-0.441, 0.936]",Europe,Latvia,500.51898433,6.62639907372
"(-1.819, -0.441](-0.441, 0.936]",Europe,Lithuania,484.678365466,6.91758829825
"(-1.819, -0.441](-0.441, 0.936]",Europe,Luxembourg,499.537052546,4.80291005291
"(-1.819, -0.441](-0.441, 0.936]",Europe,Montenegro,413.478871918,4.53043143297
"(-1.819, -0.441](-0.441, 0.936]",Europe,Netherlands,527.067825972,6.08758021895
"(-1.819, -0.441](-0.441, 0.936]",Europe,Norway,499.484898533,5.07224055739
"(-1.819, -0.441](-0.441, 0.936]",Europe,Poland,522.419871532,6.79120879121
"(-1.819, -0.441](-0.441, 0.936]",Europe,Portugal,498.743778323,4.06894265827
"(-1.819, -0.441](-0.441, 0.936]",Europe,Romania,454.788921283,7.7233528803
"(-1.819, -0.441](-0.441, 0.936]",Europe,Russia,489.093306476,9.88276360135
"(-1.819, -0.441](-0.441, 0.936]",Europe,Serbia,454.175260568,4.60752489856
"(-1.819, -0.441](-0.441, 0.936]",Europe,Slovakia,498.191980256,3.7793764988
"(-1.819, -0.441](-0.441, 0.936]",Europe,Slovenia,491.657792326,3.78523489933
"(-1.819, -0.441](-0.441, 0.936]",Europe,Spain,502.24226843,6.37171480614
"(-1.819, -0.441](-0.441, 0.936]",Europe,Sweden,486.237330657,3.80549607423
"(-1.819, -0.441](-0.441, 0.936]",Europe,Switzerland,526.162837742,4.17615837039
"(-1.819, -0.441](-0.441, 0.936]",Europe,Turkey,472.584181854,4.26166097838
"(-1.819, -0.441](-0.441, 0.936]",Europe,UK,495.647648457,5.3109439834
"(-1.819, -0.441](-0.441, 0.936]",North America,Canada,514.166848932,5.16002214839
"(-1.819, -0.441](-0.441, 0.936]",North America,Mexico,432.215732475,5.73853989813
"(-1.819, -0.441](-0.441, 0.936]",North America,USA,488.287436583,6.88786384603
"(-1.819, -0.441](-0.441, 0.936]",Oceania,Australia,508.533494278,6.3184991274
"(-1.819, -0.441](-0.441, 0.936]",Oceania,New Zealand,514.448505291,4.6336996337
"(-1.819, -0.441](-0.441, 0.936]",South America,Argentina,415.481844059,3.9187432286
"(-1.819, -0.441](-0.441, 0.936]",South America,Brazil,401.485322294,3.71511470985
"(-1.819, -0.441](-0.441, 0.936]",South America,Chile,455.379546356,4.01579384871
"(-1.819, -0.441](-0.441, 0.936]",South America,Colombia,404.233675567,5.75541953583
"(-1.819, -0.441](-0.441, 0.936]",South America,Peru,395.002882537,5.81132075472
"(-1.819, -0.441](-0.441, 0.936]",South America,Uruguay,433.830837928,4.91247357294
"(-1.819, -0.441](0.936, 2.313]",Africa,Tunisia,416.517586885,3.70360655738
"(-1.819, -0.441](0.936, 2.313]",Asia,China,617.034983052,14.3114019979
"(-1.819, -0.441](0.936, 2.313]",Asia,Hong Kong,571.885470424,6.25050505051
"(-1.819, -0.441](0.936, 2.313]",Asia,Indonesia,396.059907012,5.425
"(-1.819, -0.441](0.936, 2.313]",Asia,Israel,480.004896952,4.91765942537
"(-1.819, -0.441](0.936, 2.313]",Asia,Japan,543.216131383,4.03961677887
"(-1.819, -0.441](0.936, 2.313]",Asia,Jordan,398.915903044,4.33541963016
"(-1.819, -0.441](0.936, 2.313]",Asia,Kazakhstan,435.322400306,8.88074672611
"(-1.819, -0.441](0.936, 2.313]",Asia,Macau,543.308873627,6.25322033898
"(-1.819, -0.441](0.936, 2.313]",Asia,Malaysia,429.867050286,5.05817273376
"(-1.819, -0.441](0.936, 2.313]",Asia,Qatar,390.152538779,4.33333333333
"(-1.819, -0.441](0.936, 2.313]",Asia,Singapore,573.384177426,9.51292972315
"(-1.819, -0.441](0.936, 2.313]",Asia,South Korea,563.246864574,3.16627078385
"(-1.819, -0.441](0.936, 2.313]",Asia,Taiwan,568.296967817,5.98829180426
"(-1.819, -0.441](0.936, 2.313]",Asia,Thailand,461.97012351,6.57240881185
"(-1.819, -0.441](0.936, 2.313]",Asia,UAE,438.950727628,6.18790369935
"(-1.819, -0.441](0.936, 2.313]",Asia,Vietnam,538.92104375,6.77058823529
"(-1.819, -0.441](0.936, 2.313]",Central America,Costa Rica,421.35095233,3.61353604708
"(-1.819, -0.441](0.936, 2.313]",Europe,Austria,513.737098921,4.82039679777
"(-1.819, -0.441](0.936, 2.313]",Europe,Belgium,530.021235264,5.71392843401
"(-1.819, -0.441](0.936, 2.313]",Europe,Bulgaria,456.154855025,6.18246614398
"(-1.819, -0.441](0.936, 2.313]",Europe,Croatia,473.768454921,6.12007874016
"(-1.819, -0.441](0.936, 2.313]",Europe,Czech Republic,527.672622539,3.41785375119
"(-1.819, -0.441](0.936, 2.313]",Europe,Denmark,492.844992544,4.60331858407
"(-1.819, -0.441](0.936, 2.313]",Europe,Estonia,524.322834494,7.09386401327
"(-1.819, -0.441](0.936, 2.313]",Europe,Finland,514.773729818,3.10740597131
"(-1.819, -0.441](0.936, 2.313]",Europe,France,509.505805055,5.33736263736
"(-1.819, -0.441](0.936, 2.313]",Europe,Germany,530.754750812,4.93541835906
"(-1.819, -0.441](0.936, 2.313]",Europe,Greece,460.951677804,5.63310810811
"(-1.819, -0.441](0.936, 2.313]",Europe,Hungary,493.025482787,6.65022421525
"(-1.819, -0.441](0.936, 2.313]",Europe,Iceland,501.896152798,4.31338199513
"(-1.819, -0.441](0.936, 2.313]",Europe,Ireland,505.223227954,7.79279869067
"(-1.819, -0.441](0.936, 2.313]",Europe,Italy,495.940569065,8.88738235763
"(-1.819, -0.441](0.936, 2.313]",Europe,Latvia,500.573194988,6.62644564379
"(-1.819, -0.441](0.936, 2.313]",Europe,Lithuania,484.698959358,6.91550802139
"(-1.819, -0.441](0.936, 2.313]",Europe,Luxembourg,499.713507126,4.80558292282
"(-1.819, -0.441](0.936, 2.313]",Europe,Montenegro,413.478871918,4.53043143297
"(-1.819, -0.441](0.936, 2.313]",Europe,Netherlands,527.164090041,6.08487363259
"(-1.819, -0.441](0.936, 2.313]",Europe,Norway,499.479468924,5.07467057101
"(-1.819, -0.441](0.936, 2.313]",Europe,Poland,522.457897461,6.79272477694
"(-1.819, -0.441](0.936, 2.313]",Europe,Portugal,498.929235094,4.07824364477
"(-1.819, -0.441](0.936, 2.313]",Europe,Romania,454.888249483,7.72191592006
"(-1.819, -0.441](0.936, 2.313]",Europe,Russia,489.077323628,9.88209817132
"(-1.819, -0.441](0.936, 2.313]",Europe,Serbia,454.208129156,4.60818282344
"(-1.819, -0.441](0.936, 2.313]",Europe,Slovakia,498.242902517,3.77866560128
"(-1.819, -0.441](0.936, 2.313]",Europe,Slovenia,491.695594461,3.78542274052
"(-1.819, -0.441](0.936, 2.313]",Europe,Spain,502.274084037,6.37079162875
"(-1.819, -0.441](0.936, 2.313]",Europe,Sweden,486.266609697,3.80427807487
"(-1.819, -0.441](0.936, 2.313]",Europe,Switzerland,526.200699112,4.17647901447
"(-1.819, -0.441](0.936, 2.313]",Europe,Turkey,472.584181854,4.26166097838
